Gene ID,Gene Symbol,WT Control,WT Fracture,DTR Control,DTR fracture,LogFC WT Fx vs WT Ctrl,LogFC DTR Fx vs WT FX,LogFC DTR Fx vs DTR Ctrl,LogFC DTR Ctrl vs WT Ctrl,SD WT Control,SD WT Fracture,SD DTR Control,SD DTR Fracture,SEM WT Control,SEM WT Fracture,SEM DTR Control,SEM DTR Fracture
ENSMUSG00000026200.13,Glb1l,91.2,120.4,110,158,0.4007,0.3921,0.5224,0.2704,52.9783,23.8390,13.5277,66.0908,23.6926,10.6611,7.8102,38.1576
ENSMUSG00000026201.12,Stk16,579.6,631.6,734.3333333,475.3333333,0.1240,-0.4101,-0.6275,0.3414,271.0522,58.3892,0.5774,125.5083,121.2182,26.1124,0.3333,72.4623
ENSMUSG00000026202.13,Tuba4a,66.8,96.8,107.3333333,90.33333333,0.5352,-0.0997,-0.2488,0.6842,42.1391,20.2040,25.1462,73.4461,18.8452,9.0355,14.5182,42.4041
ENSMUSG00000026203.16,Dnajb2,119.4,118.6,145,80,-0.0097,-0.5680,-0.8580,0.2803,72.1200,47.7525,56.5066,77.4855,32.2531,21.3556,32.6241,44.7363
ENSMUSG00000026207.16,Speg,152,161.4,231.3333333,184.6666667,0.0866,0.1943,-0.3250,0.6059,67.4944,30.2539,26.5016,143.0571,30.1844,13.5300,15.3007,82.5941
ENSMUSG00000026209.15,Dnpep,677.8,892.2,895,684.3333333,0.3965,-0.3827,-0.3872,0.4010,398.5533,141.7399,80.5543,499.2438,178.2384,63.3880,46.5081,288.2385
ENSMUSG00000026213.15,Stk11ip,558.6,541,828.3333333,657.3333333,-0.0462,0.2810,-0.3336,0.5684,323.8152,138.5117,104.3328,436.0233,144.8146,61.9443,60.2366,251.7382
ENSMUSG00000026219.14,Trip12,163.2,132,239.6666667,133,-0.3061,0.0109,-0.8496,0.5544,96.1754,69.7961,178.2143,44.4410,43.0109,31.2138,102.8921,25.6580
ENSMUSG00000026222.16,Sp100,478.6,378.2,586.6666667,384,-0.3397,0.0220,-0.6114,0.2937,189.5859,92.9957,85.0490,109.7770,84.7854,41.5889,49.1031,63.3798
ENSMUSG00000026223.15,Itm2c,8470.8,10447.6,10082,8104,0.3026,-0.3665,-0.3151,0.2512,5000.0666,2320.9100,2098.3803,5903.2480,2236.0978,1037.9425,1211.5004,3408.2418
ENSMUSG00000026229.17,Psmd1,523.6,612,545.3333333,407.3333333,0.2251,-0.5873,-0.4209,0.0587,272.9254,154.5493,10.6927,199.0837,122.0560,69.1166,6.1734,114.9410
ENSMUSG00000026234.12,Ncl,466,527.6,656.6666667,608.3333333,0.1791,0.2054,-0.1103,0.4948,60.9385,136.2674,116.6290,128.7258,27.2525,60.9406,67.3358,74.3199
ENSMUSG00000026238.14,Ptma,1947.8,2622.8,2326.333333,2013.666667,0.4293,-0.3813,-0.2082,0.2562,468.0157,424.4092,270.1376,503.4484,209.3030,189.8016,155.9640,290.6661
ENSMUSG00000026239.14,Pde6d,197.8,269.4,231.3333333,187.3333333,0.4457,-0.5241,-0.3044,0.2259,111.1135,42.5887,3.7859,95.0859,49.6914,19.0463,2.1858,54.8979
ENSMUSG00000026240.12,Cops7b,225.8,265,268.6666667,243.6666667,0.2309,-0.1211,-0.1409,0.2508,132.7015,62.0443,43.9811,57.0117,59.3459,27.7471,25.3925,32.9157
ENSMUSG00000026245.16,Farsb,444.4,627.8,583.6666667,460.3333333,0.4984,-0.4476,-0.3425,0.3933,242.2660,90.6901,61.3297,258.1828,108.3446,40.5579,35.4087,149.0619
ENSMUSG00000026248.9,Mrpl44,483.4,668.8,643,392.6666667,0.4684,-0.7683,-0.7115,0.4116,213.5575,63.8490,81.4678,94.7488,95.5058,28.5542,47.0354,54.7032
ENSMUSG00000026249.10,Serpine2,6085.6,7958,5195.666667,2158,0.3870,-1.8827,-1.2676,-0.2281,2978.3677,1109.9106,1352.7898,1185.7306,1331.9665,496.3671,781.0336,684.5819
ENSMUSG00000026254.17,Eif4e2,897.6,1137.4,1163.666667,848.6666667,0.3416,-0.4225,-0.4554,0.3745,415.8303,147.1370,306.9354,370.4947,185.9649,65.8017,177.2092,213.9052
ENSMUSG00000026260.12,Ndufa10,752.6,1164.4,1205.333333,781,0.6296,-0.5762,-0.6260,0.6795,321.5281,84.8958,11.3725,406.1441,143.7917,37.9666,6.5659,234.4874
ENSMUSG00000026269.14,Rnpepl1,559,477,519.3333333,489,-0.2289,0.0358,-0.0868,-0.1062,127.6773,93.2792,106.8519,249.7539,57.0990,41.7157,61.6910,144.1955
ENSMUSG00000026270.11,Capn10,118.8,131,157.6666667,129.6666667,0.1410,-0.0148,-0.2821,0.4083,66.8184,44.8776,44.4110,110.8212,29.8821,20.0699,25.6407,63.9826
ENSMUSG00000026271.15,Gpr35,366.8,411.4,394.3333333,461.3333333,0.1655,0.1653,0.2264,0.1044,267.1333,175.7549,131.3938,446.2570,119.4656,78.6000,75.8603,257.6466
ENSMUSG00000026273.13,Mterf4,259,339.4,339.3333333,241.3333333,0.3900,-0.4920,-0.4917,0.3898,129.1724,37.5540,8.5049,152.9586,57.7676,16.7946,4.9103,88.3107
ENSMUSG00000026274.11,Pask,27.4,34.6,10,6.666666667,0.3366,-2.3757,-0.5850,-1.4542,25.1456,24.9860,12.4900,6.5064,11.2454,11.1741,7.2111,3.7565
ENSMUSG00000026275.13,Ppp1r7,175.6,214.4,204.6666667,158.6666667,0.2880,-0.4343,-0.3673,0.2210,83.7604,37.2196,31.2623,40.2161,37.4588,16.6451,18.0493,23.2188
ENSMUSG00000026276.20,Septin2,211.6,313.2,432.6666667,468.6666667,0.5657,0.5815,0.1153,1.0319,63.4807,112.1659,39.8790,142.6055,28.3894,50.1621,23.0241,82.3333
ENSMUSG00000026277.14,Stk25,644.6,747.6,801.6666667,590.3333333,0.2139,-0.3407,-0.4415,0.3146,377.5160,115.0491,237.3717,471.5743,168.8303,51.4515,137.0466,272.2636
ENSMUSG00000026279.14,Thap4,122.4,155,177.3333333,145.3333333,0.3407,-0.0929,-0.2871,0.5349,57.5743,32.9317,79.3494,33.9460,25.7480,14.7275,45.8124,19.5988
ENSMUSG00000026280.17,Atg4b,508.4,550.4,618.6666667,447.6666667,0.1145,-0.2981,-0.4667,0.2832,286.5428,86.2253,100.1665,167.3808,128.1459,38.5611,57.8312,96.6374
ENSMUSG00000026281.15,Dtymk,416.6,452.6,484,486,0.1196,0.1027,0.0059,0.2163,46.2309,80.6833,102.3279,181.5186,20.6751,36.0827,59.0790,104.7998
ENSMUSG00000026283.13,Ing5,153,151.2,145.3333333,163.6666667,-0.0171,0.1143,0.1714,-0.0742,81.4033,28.6217,13.6504,77.5521,36.4047,12.8000,7.8811,44.7747
ENSMUSG00000026285.7,Pdcd1,490.6,517.6,964.3333333,557.3333333,0.0773,0.1067,-0.7910,0.9750,341.3778,89.6064,66.3953,372.0246,152.6688,40.0732,38.3333,214.7885
ENSMUSG00000026288.14,Inpp5d,3435.2,3405.6,3092.666667,2514.666667,-0.0125,-0.4375,-0.2985,-0.1515,1802.1398,871.4943,913.2154,1356.0123,805.9414,389.7441,527.2451,782.8941
ENSMUSG00000026289.15,Atg16l1,505.6,499.2,495.6666667,352,-0.0184,-0.5040,-0.4938,-0.0286,269.8885,140.6830,182.5057,256.8988,120.6978,62.9153,105.3697,148.3206
ENSMUSG00000026303.6,Mlph,625.2,799,464.3333333,274,0.3539,-1.5440,-0.7610,-0.4292,278.0714,119.7518,190.0009,152.7482,124.3573,53.5546,109.6971,88.1892
ENSMUSG00000026305.15,Lrrfip1,351.6,434,441.6666667,331.6666667,0.3038,-0.3880,-0.4132,0.3290,165.6059,48.2908,134.1653,209.5050,74.0612,21.5963,77.4604,120.9578
ENSMUSG00000026307.12,Scly,37.6,58.8,68.66666667,37.66666667,0.6451,-0.6425,-0.8663,0.8689,24.8958,21.6726,15.0444,28.0951,11.1337,9.6923,8.6859,16.2207
ENSMUSG00000026309.14,Ilkap,655.4,724.8,708,527.6666667,0.1452,-0.4580,-0.4241,0.1114,276.5634,96.8747,22.6053,245.6223,123.6829,43.3237,13.0512,141.8101
ENSMUSG00000026311.16,Asb1,119.4,120,100.3333333,73.66666667,0.0072,-0.7040,-0.4457,-0.2510,72.9267,33.8748,65.0641,69.0966,32.6138,15.1493,37.5648,39.8929
ENSMUSG00000026313.16,Hdac4,116.2,119.6,119.6666667,115.3333333,0.0416,-0.0524,-0.0532,0.0424,44.5051,23.9646,18.0093,73.5686,19.9033,10.7173,10.3976,42.4748
ENSMUSG00000026317.7,Cln8,1148.8,1514.4,1162.333333,803.3333333,0.3986,-0.9147,-0.5330,0.0169,657.2026,389.2908,270.2986,593.4158,293.9099,174.0961,156.0570,342.6088
ENSMUSG00000026319.13,Relch,127,167.8,200,111,0.4019,-0.5962,-0.8494,0.6552,50.0200,24.3454,12.0000,65.9394,22.3696,10.8876,6.9282,38.0701
ENSMUSG00000026321.7,Tnfrsf11a,815.4,1035.4,1159,907,0.3446,-0.1910,-0.3537,0.5073,419.3916,145.3472,244.0000,619.2584,187.5576,65.0012,140.8735,357.5290
ENSMUSG00000026333.14,Gin1,55.4,86.6,91.33333333,70.33333333,0.6445,-0.3002,-0.3769,0.7213,30.3694,22.3226,10.0167,62.3645,13.5816,9.9830,5.7831,36.0062
ENSMUSG00000026335.16,Pam,15.8,8.6,5,14,-0.8775,0.7030,1.4854,-1.6599,20.5232,4.7223,7.8102,1.7321,9.1782,2.1119,4.5092,1.0000
ENSMUSG00000026339.18,Ccdc93,481,544.4,580.3333333,422,0.1786,-0.3674,-0.4596,0.2708,239.7050,60.7766,148.7963,290.7215,107.1993,27.1801,85.9076,167.8481
ENSMUSG00000026341.16,Actr3,2100,2667.8,2504,1838,0.3453,-0.5375,-0.4461,0.2538,1291.6079,535.0165,460.8731,1233.6365,577.6246,239.2667,266.0852,712.2404
ENSMUSG00000026342.10,Slc35f5,434.6,561.6,517.3333333,429.6666667,0.3699,-0.3863,-0.2679,0.2514,266.9069,117.4385,78.0534,309.7488,119.3644,52.5201,45.0642,178.8336
ENSMUSG00000026349.14,Ccnt2,839,1031.6,1309,870.6666667,0.2981,-0.2447,-0.5883,0.6417,334.7872,127.5884,125.5030,271.7671,149.7214,57.0593,72.4592,156.9048
ENSMUSG00000026353.9,Ubxn4,421.8,614.2,616.3333333,475,0.5421,-0.3708,-0.3758,0.5472,121.5903,148.5688,62.5646,143.0629,54.3768,66.4420,36.1217,82.5974
ENSMUSG00000026355.11,Mcm6,265.6,279.8,163.3333333,140.3333333,0.0751,-0.9955,-0.2190,-0.7014,168.8351,131.1857,33.0051,106.6036,75.5054,58.6680,19.0555,61.5476
ENSMUSG00000026356.15,Dars,360,447.2,393.3333333,296.6666667,0.3129,-0.5921,-0.4069,0.1278,216.5329,68.3498,118.5425,89.9852,96.8365,30.5670,68.4406,51.9530
ENSMUSG00000026358.13,Rgs1,279.4,372,447.6666667,238.3333333,0.4130,-0.6423,-0.9094,0.6801,114.4675,91.3209,183.2112,133.1253,51.1914,40.8399,105.7770,76.8599
ENSMUSG00000026360.9,Rgs2,8986,12347.2,11765,9086.666667,0.4584,-0.4424,-0.3727,0.3888,1790.3822,1711.9365,613.4623,3369.5484,800.6833,765.6013,354.1826,1945.4097
ENSMUSG00000026361.9,Cdc73,104.8,148.6,131,105.6666667,0.5038,-0.4919,-0.3100,0.3219,43.1300,25.5108,48.6621,45.5668,19.2883,11.4088,28.0951,26.3080
ENSMUSG00000026365.15,Cfh,1298,1936.2,2062,1220,0.5769,-0.6663,-0.7572,0.6678,798.2522,159.7223,768.3170,770.8975,356.9892,71.4300,443.5880,445.0779
ENSMUSG00000026374.14,Tsn,691.2,1051.6,1000,636.6666667,0.6054,-0.7240,-0.6514,0.5328,261.8620,171.3747,69.9071,229.4348,117.1082,76.6411,40.3609,132.4643
ENSMUSG00000026377.12,Nifk,300.8,440.4,377.6666667,268.3333333,0.5500,-0.7148,-0.4931,0.3283,168.2861,124.3193,38.0044,132.2964,75.2598,55.5973,21.9418,76.3814
ENSMUSG00000026384.13,Ptpn4,18.2,22.6,27,15.33333333,0.3124,-0.5597,-0.8163,0.5690,10.7331,18.1466,14.0000,18.0093,4.8000,8.1154,8.0829,10.3976
ENSMUSG00000026385.16,Dbi,1402.2,1152.4,998,1722.333333,-0.2831,0.5797,0.7873,-0.4906,1068.9734,320.2457,193.3158,902.0113,478.0595,143.2182,111.6109,520.7765
ENSMUSG00000026388.15,3110009E18Rik,50.8,49.6,30,88.33333333,-0.0345,0.8326,1.5580,-0.7599,43.3670,25.0260,6.0000,70.5998,19.3943,11.1920,3.4641,40.7608
ENSMUSG00000026393.10,Nek7,706.6,881.6,957.6666667,633.3333333,0.3192,-0.4772,-0.5966,0.4386,377.1337,143.7578,179.1154,297.5472,168.6593,64.2904,103.4123,171.7890
ENSMUSG00000026395.16,Ptprc,1139.8,1386.4,1665.333333,1322,0.2826,-0.0686,-0.3331,0.5470,489.5158,116.4337,476.0802,314.1385,218.9181,52.0707,274.8650,181.3680
ENSMUSG00000026404.12,Ddx59,111.4,141.8,101,80.66666667,0.3481,-0.8138,-0.3243,-0.1414,60.4094,18.1025,38.4318,22.4796,27.0159,8.0957,22.1886,12.9786
ENSMUSG00000026407.17,Cacna1s,109.8,103.8,181.3333333,135.3333333,-0.0811,0.3827,-0.4221,0.7238,37.4460,24.8636,76.4221,38.4751,16.7463,11.1194,44.1223,22.2136
ENSMUSG00000026409.14,Pfkfb2,25.8,25.6,30.33333333,3.333333333,-0.0112,-2.9411,-3.1859,0.2335,33.0409,24.9159,27.0617,5.7735,14.7763,11.1427,15.6241,3.3333
ENSMUSG00000026411.17,Tmem9,340.2,464,425.3333333,326.3333333,0.4477,-0.5078,-0.3822,0.3222,157.9168,85.3434,46.6083,250.5002,70.6225,38.1667,26.9093,144.6263
ENSMUSG00000026421.14,Csrp1,19.6,19.8,16.33333333,17.33333333,0.0146,-0.1920,0.0857,-0.2630,14.1704,6.0992,10.7858,26.6333,6.3372,2.7276,6.2272,15.3768
ENSMUSG00000026424.8,Gpr37l1,45,28.6,20.66666667,7.333333333,-0.6539,-1.9635,-1.4948,-1.1226,24.1143,15.7892,11.0151,6.3509,10.7842,7.0612,6.3596,3.6667
ENSMUSG00000026425.15,Srgap2,2563.8,2847.6,2732.333333,2045.666667,0.1515,-0.4772,-0.4176,0.0918,945.7477,389.2599,607.0991,640.0698,422.9512,174.0823,350.5088,369.5445
ENSMUSG00000026426.10,Arl8a,587.4,772,832,537.3333333,0.3943,-0.5228,-0.6308,0.5022,380.3857,81.3234,93.5361,375.3136,170.1137,36.3689,54.0031,216.6874
ENSMUSG00000026427.16,Eif2d,200,283,281.6666667,163.6666667,0.5008,-0.7900,-0.7832,0.4940,95.6582,47.1752,89.6289,80.7114,42.7797,21.0974,51.7472,46.5988
ENSMUSG00000026429.9,Ube2t,49,71.6,31,26,0.5472,-1.4614,-0.2538,-0.6605,28.0980,21.5128,16.4621,19.5192,12.5658,9.6208,9.5044,11.2694
ENSMUSG00000026430.16,Rassf5,1277.8,1422.8,1283,959.6666667,0.1551,-0.5681,-0.4189,0.0059,694.2015,405.0873,328.3915,804.3098,310.4563,181.1605,189.5969,464.3685
ENSMUSG00000026433.13,Rab29,255,371.2,377.3333333,233,0.5417,-0.6719,-0.6955,0.5653,116.6212,45.9260,15.6950,83.5165,52.1546,20.5387,9.0615,48.2183
ENSMUSG00000026434.12,Nucks1,91.4,111,71.33333333,93.33333333,0.2803,-0.2501,0.3878,-0.3576,36.2740,24.1764,29.8719,13.5769,16.2222,10.8120,17.2466,7.8387
ENSMUSG00000026436.15,Elk4,288.6,296.2,346.3333333,220,0.0375,-0.4291,-0.6547,0.2631,84.2247,67.0090,113.5444,51.4684,37.6664,29.9673,65.5549,29.7153
ENSMUSG00000026437.11,Cdk18,30.6,21.4,46,73.33333333,-0.5159,1.7769,0.6728,0.5881,12.8569,8.1117,15.1327,40.4145,5.7498,3.6277,8.7369,23.3333
ENSMUSG00000026439.14,Rbbp5,213.2,288,239,184.3333333,0.4339,-0.6438,-0.3747,0.1648,111.9808,132.7215,56.7186,84.5951,50.0793,59.3549,32.7465,48.8410
ENSMUSG00000026447.17,Pik3c2b,53.4,65.8,76.66666667,41,0.3012,-0.6825,-0.9030,0.5218,34.5007,22.1968,20.3060,25.6320,15.4292,9.9267,11.7237,14.7986
ENSMUSG00000026455.14,Klhl12,48,56.4,51,42.33333333,0.2327,-0.4139,-0.2687,0.0875,43.0407,21.8472,45.2990,53.1633,19.2484,9.7704,26.1534,30.6938
ENSMUSG00000026456.18,Cyb5r1,1050.2,1339,1431.333333,1039.666667,0.3505,-0.3650,-0.4612,0.4467,521.4506,121.6861,363.5001,566.5663,233.1998,54.4197,209.8669,327.1072
ENSMUSG00000026457.14,Adipor1,1642.8,2265.4,2300.666667,1559.333333,0.4636,-0.5388,-0.5611,0.4859,917.0538,356.9360,395.5254,936.1262,410.1189,159.6266,228.3567,540.4727
ENSMUSG00000026458.13,Ppfia4,7421.8,7868.4,8368,6751,0.0843,-0.2210,-0.3098,0.1731,3782.1952,1744.2042,1498.8065,4043.5330,1691.4491,780.0318,865.3364,2334.5349
ENSMUSG00000026466.16,Tor1aip1,1353.6,1411.4,1519.333333,1328.333333,0.0603,-0.0875,-0.1938,0.1666,326.4158,140.9638,278.1013,215.9267,145.9776,63.0409,160.5619,124.6653
ENSMUSG00000026469.14,Xpr1,191.2,214.6,218.3333333,222,0.1666,0.0489,0.0240,0.1914,39.1816,53.3788,62.3886,75.4387,17.5226,23.8717,36.0201,43.5546
ENSMUSG00000026470.14,Stx6,391.2,499.2,443,325.6666667,0.3517,-0.6162,-0.4439,0.1794,249.8894,99.5927,44.5084,230.5349,111.7539,44.5392,25.6970,133.0994
ENSMUSG00000026471.14,Mr1,113.2,141,133.6666667,54,0.3168,-1.3847,-1.3076,0.2398,65.4118,29.2831,21.7332,34.6987,29.2530,13.0958,12.5477,20.0333
ENSMUSG00000026473.16,Glul,2959.2,3918.6,3530,2519,0.4051,-0.6375,-0.4868,0.2545,550.0470,529.4509,431.9595,299.1605,245.9885,236.7777,249.3919,172.7204
ENSMUSG00000026478.14,Lamc1,21.4,31.4,35.66666667,30.33333333,0.5532,-0.0499,-0.2337,0.7370,14.7411,10.9681,7.7675,14.1892,6.5924,4.9051,4.4845,8.1921
ENSMUSG00000026480.12,Ncf2,2720.8,3502.2,2922.666667,2133.666667,0.3642,-0.7149,-0.4540,0.1033,1264.8795,385.7988,367.7504,943.9652,565.6713,172.5345,212.3208,544.9986
ENSMUSG00000026482.13,Rgl1,418,561.6,521.3333333,353,0.4260,-0.6699,-0.5625,0.3187,204.5666,80.4661,169.2700,181.9973,91.4850,35.9856,97.7281,105.0762
ENSMUSG00000026483.13,Fam129a,282.8,362.8,396.3333333,322,0.3594,-0.1721,-0.2997,0.4869,166.9722,53.5976,105.0397,148.4453,74.6722,23.9696,60.6447,85.7049
ENSMUSG00000026484.13,Rnf2,472.6,617.4,587.6666667,349.6666667,0.3856,-0.8202,-0.7490,0.3144,287.8998,105.7724,50.0633,168.9388,128.7527,47.3029,28.9041,97.5369
ENSMUSG00000026489.13,Coq8a,137.4,75.8,103,67,-0.8581,-0.1780,-0.6204,-0.4157,113.3459,72.5893,44.3058,33.6006,50.6898,32.4629,25.5799,19.3993
ENSMUSG00000026491.13,Ahctf1,157.4,181,241.6666667,186.6666667,0.2016,0.0445,-0.3726,0.6186,48.8498,20.3101,19.3993,38.2797,21.8463,9.0830,11.2002,22.1008
ENSMUSG00000026492.11,Tfb2m,133.4,142.6,159.6666667,99,0.0962,-0.5265,-0.6896,0.2593,62.8435,12.5419,31.1823,56.6657,28.1044,5.6089,18.0031,32.7159
ENSMUSG00000026495.8,Efcab2,15.6,14.8,17.66666667,10.33333333,-0.0759,-0.5183,-0.7737,0.1795,10.0150,5.8052,3.5119,8.9629,4.4788,2.5962,2.0276,5.1747
ENSMUSG00000026496.11,Parp1,786,910.4,877.3333333,851.3333333,0.2120,-0.0968,-0.0434,0.1586,445.6495,213.3935,168.0486,431.7457,199.3005,95.4325,97.0229,249.2685
ENSMUSG00000026499.5,Acbd3,773.8,741.2,833.6666667,953.6666667,-0.0621,0.3636,0.1940,0.1075,198.7868,60.7264,152.6445,348.7038,88.9002,27.1577,88.1293,201.3242
ENSMUSG00000026500.6,Cox20,216.2,167.4,139,261.3333333,-0.3691,0.6426,0.9108,-0.6373,150.1206,31.0129,26.6646,140.7847,67.1360,13.8694,15.3948,81.2821
ENSMUSG00000026502.13,Desi2,131.6,174.6,208.6666667,138,0.4079,-0.3394,-0.5965,0.6650,60.9492,34.2389,60.0860,8.1854,27.2573,15.3121,34.6907,4.7258
ENSMUSG00000026504.17,Sdccag8,161.6,186.2,237.6666667,134,0.2044,-0.4746,-0.8267,0.5565,26.6327,18.6199,53.1445,32.6956,11.9105,8.3271,30.6830,18.8768
ENSMUSG00000026509.15,Capn2,59,51.2,49.66666667,50.33333333,-0.2046,-0.0246,0.0192,-0.2484,36.5582,19.5243,19.1398,47.6480,16.3493,8.7316,11.0504,27.5096
ENSMUSG00000026510.10,Trp53bp2,140.4,158.2,121.6666667,65,0.1722,-1.2832,-0.9044,-0.2066,84.5003,53.9741,60.0860,48.5695,37.7897,24.1379,34.6907,28.0416
ENSMUSG00000026511.7,Srp9,749,1098.6,1065,816.3333333,0.5526,-0.4284,-0.3836,0.5078,188.5855,230.5738,53.6749,271.3712,84.3380,103.1158,30.9892,156.6762
ENSMUSG00000026516.8,Nvl,257.8,313.8,375.3333333,419,0.2836,0.4171,0.1588,0.5419,103.0277,97.5869,42.0040,104.0433,46.0754,43.6422,24.2510,60.0694
ENSMUSG00000026519.16,Tmem63a,3376.4,3667.8,3297,2501.333333,0.1194,-0.5522,-0.3985,-0.0343,2208.5078,1065.2712,686.0000,1758.2381,987.6747,476.4038,396.0623,1015.1193
ENSMUSG00000026520.8,Pycr2,926.4,1128.4,1071,755,0.2846,-0.5797,-0.5044,0.2093,455.2404,148.6297,126.4437,395.1746,203.5897,66.4692,73.0023,228.1542
ENSMUSG00000026525.9,Opn3,21.6,27,23.33333333,29,0.3219,0.1031,0.3137,0.1114,15.7099,9.5394,2.3094,19.0000,7.0257,4.2661,1.3333,10.9697
ENSMUSG00000026526.14,Fh1,383.6,468.4,428.3333333,279.3333333,0.2881,-0.7458,-0.6167,0.1591,192.4651,44.6800,116.6719,104.8348,86.0730,19.9815,67.3606,60.5264
ENSMUSG00000026536.9,Ifi211,99.8,46,139.3333333,138,-1.1174,1.5850,-0.0139,0.4814,73.5473,16.8077,46.8757,96.5609,32.8913,7.5166,27.0637,55.7494
ENSMUSG00000026544.6,Dusp23,42.8,49.6,48,46.66666667,0.2127,-0.0879,-0.0406,0.1654,10.6160,19.2302,10.4403,25.6970,4.7476,8.6000,6.0277,14.8361
ENSMUSG00000026546.16,Cfap45,18.2,17.2,19.33333333,44.33333333,-0.0815,1.3660,1.1973,0.0872,12.0913,8.3487,16.5025,35.4730,5.4074,3.7336,9.5277,20.4803
ENSMUSG00000026547.15,Tagln2,1275.6,1844,1360.666667,854.3333333,0.5317,-1.1100,-0.6714,0.0931,599.7719,139.5564,47.5219,607.7519,268.2261,62.4115,27.4368,350.8857
ENSMUSG00000026548.4,Slamf9,4153.2,6090,7510.333333,4598.666667,0.5522,-0.4052,-0.7077,0.8547,1708.9929,1131.3154,492.6422,2615.1744,764.2849,505.9396,284.4271,1509.8717
ENSMUSG00000026553.17,Copa,1306.8,1449.6,1630.333333,1041.333333,0.1496,-0.4772,-0.6467,0.3191,825.7395,353.2857,448.6584,909.1762,369.2819,157.9942,259.0330,524.9131
ENSMUSG00000026554.15,Dcaf8,945.2,1088.6,1245.333333,835.6666667,0.2038,-0.3815,-0.5755,0.3978,489.7532,168.9950,436.5150,610.4476,219.0243,75.5768,252.0220,352.4421
ENSMUSG00000026556.15,Vangl2,68.2,87.8,82.33333333,42.33333333,0.3644,-1.0524,-0.9597,0.2717,33.0711,26.4140,38.5530,17.0392,14.7899,11.8127,22.2586,9.8376
ENSMUSG00000026563.13,Tada1,676.6,839.2,826.3333333,526,0.3107,-0.6740,-0.6517,0.2884,390.7036,73.1485,114.2337,311.9343,174.7280,32.7130,65.9528,180.0953
ENSMUSG00000026564.9,Dusp27,56,23.4,48.66666667,16,-1.2589,-0.5484,-1.6049,-0.2025,40.3795,32.4777,4.0415,10.5357,18.0582,14.5245,2.3333,6.0828
ENSMUSG00000026565.18,Pou2f1,68.4,100.4,99.33333333,88.66666667,0.5537,-0.1793,-0.1639,0.5383,25.0360,16.8167,38.8373,25.7747,11.1964,7.5206,22.4227,14.8810
ENSMUSG00000026568.6,Mpc2,392.8,593.8,617.6666667,447,0.5962,-0.4097,-0.4666,0.6530,114.2200,135.1470,130.2165,131.8787,51.0807,60.4396,75.1805,76.1402
ENSMUSG00000026571.12,Dcaf6,12.8,20.4,18.66666667,12,0.6724,-0.7655,-0.6374,0.5443,12.6372,11.6319,5.5076,8.1854,5.6515,5.2019,3.1798,4.7258
ENSMUSG00000026575.15,Nme7,84.6,146.4,80.33333333,76,0.7912,-0.9458,-0.0800,-0.0747,54.2798,25.4028,28.0238,62.9603,24.2747,11.3605,16.1795,36.3501
ENSMUSG00000026576.12,Atp1b1,36.6,19.6,17,7.333333333,-0.9010,-1.4183,-1.2130,-1.1063,37.4273,7.6354,15.7162,2.0817,16.7380,3.4147,9.0738,1.2019
ENSMUSG00000026577.13,Blzf1,100,134,128.6666667,113.3333333,0.4222,-0.2417,-0.1831,0.3636,32.1870,35.9235,38.5530,110.9069,14.3944,16.0655,22.2586,64.0321
ENSMUSG00000026578.6,Ccdc181,46,62.2,37,37.66666667,0.4353,-0.7236,0.0258,-0.3141,28.6094,5.4498,10.3923,6.6583,12.7945,2.4372,6.0000,3.8442
ENSMUSG00000026584.14,Scyl3,129.8,126,141.3333333,86.33333333,-0.0429,-0.5454,-0.7111,0.1228,92.7480,26.1438,59.5007,90.2238,41.4782,11.6919,34.3527,52.0907
ENSMUSG00000026585.13,Kifap3,137.8,123.2,102,211,-0.1616,0.7762,1.0487,-0.4340,67.2176,43.7173,36.0416,120.0042,30.0606,19.5510,20.8087,69.2844
ENSMUSG00000026589.14,Sec16b,49.2,44.6,32,8,-0.1416,-2.4790,-2.0000,-0.6206,32.4376,17.1114,17.5784,7.2111,14.5066,7.6525,10.1489,4.1633
ENSMUSG00000026594.14,Ralgps2,183.2,175.4,164,241.3333333,-0.0628,0.4604,0.5573,-0.1597,40.4994,30.4187,24.6374,160.7804,18.1119,13.6037,14.2244,92.8266
ENSMUSG00000026596.13,Abl2,263.4,284.2,317.6666667,268.6666667,0.1097,-0.0811,-0.2417,0.2703,43.0964,66.5635,120.0347,45.6326,19.2733,29.7681,69.3021,26.3460
ENSMUSG00000026600.12,Soat1,926.2,1080,1057.666667,1108,0.2216,0.0369,0.0671,0.1915,530.1714,209.8988,120.0847,542.3394,237.0999,93.8696,69.3309,313.1198
ENSMUSG00000026603.13,Smyd2,28.4,61.4,56.33333333,32.33333333,1.1123,-0.9252,-0.8010,0.9881,20.9356,14.5705,12.7410,30.0056,9.3627,6.5161,7.3560,17.3237
ENSMUSG00000026605.14,Cenpf,18,21.6,15.66666667,13,0.2630,-0.7325,-0.2692,-0.2003,13.8384,11.1265,7.0946,18.2483,6.1887,4.9759,4.0961,10.5357
ENSMUSG00000026608.13,Kctd3,187.2,180.8,126.3333333,142,-0.0502,-0.3485,0.1687,-0.5673,44.0988,22.9935,37.8462,53.4509,19.7216,10.2830,21.8505,30.8599
